"Simplified"	"Traditional"	"Pinyin"	"Level"	"Parent"	"Meaning"
"随即"	"隨即"	"suíjí"	"7"	""	"immediately"
"随身"	"隨身"	"suíshēn"	"7"	""	"to (carry) on one's person"
"随同"	"隨同"	"suítóng"	"7"	""	"accompanying"
"岁月"	"歲月"	"suìyuè"	"7"	""	"years"
"损害"	"損害"	"sŭnhài"	"7"	""	"harm"
"损坏"	"損壞"	"sŭnhuài"	"7"	""	"to damage"
"损伤"	"損傷"	"sŭnshāng"	"7"	""	"to harm"
"缩小"	"縮小"	"suōxiăo"	"7"	""	"to reduce"
"索赔"	"索賠"	"suǒpéi"	"7"	""	"to ask for compensation"
"琐"	"瑣"	"suǒ"	"7"	"瑣碎"	"fragmentary"
"琐碎"	"瑣碎"	"suǒsuì"	"7"	""	"trifling"
"踏实"	"踏實"	"tàshí"	"7"	""	"firmly-based"
"太极拳"	"太極拳"	"tàijíquán"	"7"	""	"shadowboxing or Taiji, T'aichi or T'aichichuan"
"态势"	"態勢"	"tàishì"	"7"	""	"posture"
"贪"	"貪"	"tān"	"7"	""	"to have a voracious desire for"
"贪心"	"貪心"	"tānxīn"	"7"	""	"greedy"
"摊位"	"攤位"	"tānwèi"	"7"	""	"vendor's booth"
"谈论"	"談論"	"tánlùn"	"7"	""	"to discuss"
"弹性"	"彈性"	"tánxìng"	"7"	""	"flexibility"
"探险"	"探險"	"tànxiăn"	"7"	""	"to explore"
"汤圆"	"湯圓"	"tāngyuán"	"7"	""	"boiled balls of glutinous rice flour, eaten during the Lantern Festival"
"逃税"	"逃稅"	"táoshuì"	"7"	""	"to evade a tax"
"套装"	"套裝"	"tàozhuāng"	"7"	""	"outfit or suit (of clothes)"
"特区"	"特區"	"tèqū"	"7"	""	"special administrative region"
"特权"	"特權"	"tèquán"	"7"	""	"prerogative"
"特约"	"特約"	"tèyuē"	"7"	""	"specially engaged"
"特征"	"特徵"	"tèzhēng"	"7"	""	"characteristic"
"疼爱"	"疼愛"	"téngài"	"7"	""	"to love dearly"
"提议"	"提議"	"tíyì"	"7"	""	"proposal"
"体操"	"體操"	"tǐcāo"	"7"	""	"gymnastic"
"体格"	"體格"	"tǐgé"	"7"	""	"bodily health"
"体积"	"體積"	"tǐjī"	"7"	""	"volume"
"体谅"	"體諒"	"tǐliang"	"7"	""	"to empathize"
"体面"	"體面"	"tǐmiàn"	"7"	""	"dignity"
"体系"	"體系"	"tǐxì"	"7"	""	"system"
"体质"	"體質"	"tǐzhí"	"7"	""	"constitution"
"天敌"	"天敵"	"tiāndí"	"7"	""	"predator"
"天然气"	"天然氣"	"tiānránqì"	"7"	""	"natural gas"
"天灾"	"天災"	"tiānzāi"	"7"	""	"natural disaster"
"田径"	"田徑"	"tiánjìng"	"7"	""	"track and field (athletics)"
"调和"	"調和"	"tiáohé"	"7"	""	"harmonious"
"调节"	"調節"	"tiáojié"	"7"	""	"to adjust"
"调皮"	"調皮"	"tiáopí"	"7"	""	"naughty"
"条例"	"條例"	"tiáolì"	"7"	""	"regulations"
"听写"	"聽寫"	"tīngxiě"	"7"	""	"(of a pupil) to write down (in a dictation exercise)"
"停顿"	"停頓"	"tíngdùn"	"7"	""	"to halt"
"滞"	"滯"	"zhì"	"7"	"停滯"	"sluggish"
"停滞"	"停滯"	"tíngzhì"	"7"	""	"stagnation"
"通报"	"通報"	"tōngbào"	"7"	""	"to inform"
"通车"	"通車"	"tōngchē"	"7"	""	"to open to traffic (e.g. new bridge, rail line etc)"
"通称"	"通稱"	"tōngchēng"	"7"	""	"generic term"
"通货膨胀"	"通貨膨脹"	"tōnghuòpéngzhàng"	"7"	""	"inflation"
"缉"	"緝"	"jī"	"7"	"通緝"	"to seize"
"通缉"	"通緝"	"tōngqì"	"7"	""	"to order the arrest of sb as criminal"
"同乡"	"同鄉"	"tóngxiāng"	"7"	""	"person from the same village, town, or province"
"同性恋"	"同性戀"	"tóngxìngliàn"	"7"	""	"homosexuality"
"同业"	"同業"	"tóngyè"	"7"	""	"same trade or business"
"统统"	"統統"	"tǒngtǒng"	"7"	""	"totally"
"统制"	"統制"	"tǒngzhì"	"7"	""	"to control"
"偷懒"	"偷懶"	"tōulăn"	"7"	""	"to goof off"
"投机"	"投機"	"tóujī"	"7"	""	"to speculate (on financial markets)"
"突击"	"突擊"	"tújí"	"7"	""	"sudden and violent attack"
"图表"	"圖表"	"túbiǎo"	"7"	""	"chart"
"图画"	"圖畫"	"túhuà"	"7"	""	"drawing"
"图腾"	"圖騰"	"túténg"	"7"	""	"totem (loanword)"
"团聚"	"團聚"	"tuánjù"	"7"	""	"to reunite"
"团员"	"團員"	"tuányuán"	"7"	""	"member"
"推测"	"推測"	"tuīcè"	"7"	""	"speculation"
"推选"	"推選"	"tuīxuăn"	"7"	""	"to elect"
"脱身"	"脫身"	"tuōshēn"	"7"	""	"to get away"
"脱手"	"脫手"	"tuōshǒu"	"7"	""	"(not of regular commerce) to sell or dispose of (goods etc)"
"外号"	"外號"	"wàihào"	"7"	""	"nickname"
"外贸"	"外貿"	"wàimào"	"7"	""	"foreign trade"
"外销"	"外銷"	"wàixiāo"	"7"	""	"to export"
"外资"	"外資"	"wàizī"	"7"	""	"foreign investment"
"弯曲"	"彎曲"	"wānqū"	"7"	""	"to bend"
"完备"	"完備"	"wánbèi"	"7"	""	"faultless"
"顽"	"頑"	"wán"	"7"	"頑強"	"mischievous"
"顽强"	"頑強"	"wánqiáng"	"7"	""	"tenacious"
"万分"	"萬分"	"wànfēn"	"7"	""	"very much"
"万事"	"萬事"	"wànshì"	"7"	""	"all things"
"万岁"	"萬歲"	"wànsuì"	"7"	""	"Long live (the king, the revolution etc)!"
"万万"	"萬萬"	"wànwàn"	"7"	""	"absolutely"
"万物"	"萬物"	"wànwù"	"7"	""	"all living things"
"亡国"	"亡國"	"wángguó"	"7"	""	"(of a nation) to be destroyed"
"往来"	"往來"	"wănglái"	"7"	""	"dealings"
"威风"	"威風"	"wēifēng"	"7"	""	"might"
"萎缩"	"萎縮"	"wēisuō"	"7"	""	"to wither"
"为人"	"為人"	"wéirén"	"7"	""	"to conduct oneself"
"为生"	"為生"	"wéishēng"	"7"	""	"to make a living"
"为首"	"為首"	"wéishǒu"	"7"	""	"head"
"为止"	"為止"	"wéizhǐ"	"7"	""	"until"
"违背"	"違背"	"wéibèi"	"7"	""	"to go against"
"违约"	"違約"	"wéiyuē"	"7"	""	"to break a promise"
"围巾"	"圍巾"	"wéijīn"	"7"	""	"scarf"
"围墙"	"圍牆"	"wéiqiáng"	"7"	""	"perimeter wall"
"围绕"	"圍繞"	"wéirào"	"7"	""	"to revolve around"
"维生素"	"維生素"	"wéishēngsù"	"7"	""	"vitamin"
"温带"	"溫帶"	"wēndài"	"7"	""	"temperate zone"
"温泉"	"溫泉"	"wēnquán"	"7"	""	"hot spring"
"温习"	"溫習"	"wēnxí"	"7"	""	"to review (a lesson etc)"
"驯"	"馴"	"xùn"	"7"	"溫馴"	"to attain gradually"
"温驯"	"溫馴"	"wēnxún"	"7"	""	"docile"
"坛"	"壇"	"tán"	"7"	"文壇"	"platform"
"文坛"	"文壇"	"wéntán"	"7"	""	"literary circles"
"文献"	"文獻"	"wénxiàn"	"7"	""	"document"
"闻名"	"聞名"	"wénmíng"	"7"	""	"well-known"
"稳健"	"穩健"	"wěnjiàn"	"7"	""	"firm"
"紊乱"	"紊亂"	"wènluàn"	"7"	""	"disorder"
"问世"	"問世"	"wènshì"	"7"	""	"to be published"
"乌"	"烏"	"wū"	"7"	"烏龜"	"crow"
"龟"	"龜"	"guī"	"7"	"烏龜"	"tortoise"
"乌龟"	"烏龜"	"wūguī"	"7"	""	"tortoise"
"乌龙茶"	"烏龍茶"	"wūlóngchá"	"7"	""	"oolong tea"
"鸦"	"鴉"	"yā"	"7"	"烏鴉"	"crow"
"乌鸦"	"烏鴉"	"wūyā"	"7"	""	"crow"
"无比"	"無比"	"wúbǐ"	"7"	""	"incomparable"
"无线电"	"無線電"	"wúxiàndiàn"	"7"	""	"wireless"
"无形"	"無形"	"wúxíng"	"7"	""	"incorporeal"
"无疑"	"無疑"	"wúyí"	"7"	""	"no doubt"
"武装"	"武裝"	"wŭzhuāng"	"7"	""	"arms"
"物产"	"物產"	"wùchăn"	"7"	""	"products"
"物体"	"物體"	"wùtǐ"	"7"	""	"object"
"物资"	"物資"	"wùzī"	"7"	""	"goods"
"误差"	"誤差"	"wùchā"	"7"	""	"difference"
"误解"	"誤解"	"wùjiě"	"7"	""	"to misunderstand"
"务实"	"務實"	"wùshí"	"7"	""	"pragmatic"
"西医"	"西醫"	"xīyī"	"7"	""	"Western medicine"
"锡"	"錫"	"xí"	"7"	""	"tin (chemistry)"
"袭击"	"襲擊"	"xíjí"	"7"	""	"attack (esp. surprise attack)"
"习题"	"習題"	"xítí"	"7"	""	"(schoolwork) exercise"
"洗礼"	"洗禮"	"xǐlǐ"	"7"	""	"baptism (lit. or fig.)"
"喜气"	"喜氣"	"xǐqì"	"7"	""	"hilarity"
"喜悦"	"喜悅"	"xǐyuè"	"7"	""	"happy"
"戏曲"	"戲曲"	"xìqŭ"	"7"	""	"Chinese opera"
"峡谷"	"峽谷"	"xiágŭ"	"7"	""	"canyon"
"狭"	"狹"	"xiá"	"7"	"狹小"	"narrow"
"狭小"	"狹小"	"xiáxiăo"	"7"	""	"narrow"
"狭窄"	"狹窄"	"xiázhăi"	"7"	""	"narrow"
"下笔"	"下筆"	"xiàbǐ"	"7"	""	"to put pen to paper"
"先后"	"先後"	"xiānhòu"	"7"	""	"early or late"
"驱"	"驅"	"qū"	"7"	"先驅"	"to expel"
"先驱"	"先驅"	"xiānqū"	"7"	""	"pioneer"
"鲜明"	"鮮明"	"xiānmíng"	"7"	""	"bright"
"艳"	"艶"	"yàn"	"7"	"鮮艶"	"variant of 艷|艳[yan4]"
"纤"	"纖"	"xiān"	"7"	"纖維"	"fine"
"纤维"	"纖維"	"xiānwéi"	"7"	""	"fiber"
"显现"	"顯現"	"xiănxiàn"	"7"	""	"appearance"
"宪"	"憲"	"xiàn"	"7"	"憲法"	"statute"
"宪法"	"憲法"	"xiànfă"	"7"	""	"constitution (of a country)"
"线路"	"線路"	"xiànlù"	"7"	""	"line"
"献身"	"獻身"	"xiànshēn"	"7"	""	"to commit one's energy to"
"现今"	"現今"	"xiànjīn"	"7"	""	"now"
"现行"	"現行"	"xiànxíng"	"7"	""	"to be in effect"
"现状"	"現狀"	"xiànzhuàng"	"7"	""	"current situation"
"相传"	"相傳"	"xiāngchuán"	"7"	""	"to pass on"
"相继"	"相繼"	"xiāngjì"	"7"	""	"in succession"
"乡土"	"鄉土"	"xiāngtŭ"	"7"	""	"native soil"
"镶"	"鑲"	"xiāng"	"7"	""	"to inlay"
"想开"	"想開"	"xiăngkāi"	"7"	""	"to get over (a shock, bereavement etc)"
"响亮"	"響亮"	"xiăngliàng"	"7"	""	"loud and clear"
"向"	"嚮"	"xiàng"	"7"	"嚮導"	"to tend toward"
"向导"	"嚮導"	"xiàngdăo"	"7"	""	"guide"
"向往"	"嚮往"	"xiàngwăng"	"7"	""	"to yearn for"
"象征"	"象徵"	"xiàngzhēng"	"7"	""	"emblem"
"潇"	"瀟"	"xiāo"	"7"	"瀟灑"	"(of water) deep and clear"
"潇洒"	"瀟灑"	"xiāosă"	"7"	""	"confident and at ease"
"遥"	"遙"	"yáo"	"7"	"逍遙"	"distant"
"逍遥"	"逍遙"	"xiāoyáo"	"7"	""	"free and unfettered"
"小贩"	"小販"	"xiăofàn"	"7"	""	"peddler"
"效劳"	"效勞"	"xiàoláo"	"7"	""	"to serve (in some capacity)"
"协办"	"協辦"	"xiébàn"	"7"	""	"to assist"
"协定"	"協定"	"xiédìng"	"7"	""	"(reach an) agreement"
"协会"	"協會"	"xiéhuì"	"7"	""	"an association"
"协商"	"協商"	"xiéshāng"	"7"	""	"to consult with"
"协调"	"協調"	"xiétiáo"	"7"	""	"to coordinate"
"协议"	"協議"	"xiéyì"	"7"	""	"agreement"
"血迹"	"血跡"	"xiějī"	"7"	""	"bloodstain"
"血压"	"血壓"	"xiěyā"	"7"	""	"blood pressure"
"写实"	"寫實"	"xiěshí"	"7"	""	"realism"
"写作"	"寫作"	"xiězuò"	"7"	""	"to write"
"泄"	"洩"	"xiè"	"7"	"洩氣"	"variant of 泄[xie4]"
"泄气"	"洩氣"	"xièqì"	"7"	""	"to leak (gas)"
"心爱"	"心愛"	"xīnài"	"7"	""	"beloved"
"心软"	"心軟"	"xīnruăn"	"7"	""	"to be softhearted"
"心态"	"心態"	"xīntài"	"7"	""	"attitude (of the heart)"
"颖"	"穎"	"yǐng"	"7"	"新穎"	"head of grain"
"新颖"	"新穎"	"xīnyǐng"	"7"	""	"lit. new bud"
"赖"	"賴"	"lài"	"7"	"信賴"	"to depend on"
"信赖"	"信賴"	"xìnlài"	"7"	""	"to trust"
"兴建"	"興建"	"xīngjiàn"	"7"	""	"to build"
"兴隆"	"興隆"	"xīnglóng"	"7"	""	"prosperous"
"兴起"	"興起"	"xīngqǐ"	"7"	""	"to rise"
"形势"	"形勢"	"xíngshì"	"7"	""	"circumstances"
"形态"	"形態"	"xíngtài"	"7"	""	"shape"
"形体"	"形體"	"xíngtǐ"	"7"	""	"figure"
"型态"	"型態"	"xíngtài"	"7"	""	"form"
"兴致"	"興致"	"xìngzhì"	"7"	""	"mood"
"修补"	"修補"	"xiūbŭ"	"7"	""	"to mend"
"修订"	"修訂"	"xiūdìng"	"7"	""	"to revise"
"修养"	"修養"	"xiūyăng"	"7"	""	"accomplishment"
"修筑"	"修築"	"xiūzhú"	"7"	""	"to build"
"绣"	"繡"	"xiù"	"7"	""	"to embroider"
"虚拟"	"虛擬"	"xūnǐ"	"7"	""	"to imagine"
"虚心"	"虛心"	"xūxīn"	"7"	""	"open-minded"
"许久"	"許久"	"xŭjiŭ"	"7"	""	"for a long time"
"许可"	"許可"	"xŭkě"	"7"	""	"to allow"
"叙"	"敘"	"xù"	"7"	"敘述"	"to narrate"
"叙述"	"敘述"	"xùshù"	"7"	""	"to relate (a story or information)"
"宣称"	"宣稱"	"xuānchēng"	"7"	""	"to assert"
"宣扬"	"宣揚"	"xuānyáng"	"7"	""	"to proclaim"
"旋转"	"旋轉"	"xuánzhuăn"	"7"	""	"to rotate"
"悬殊"	"懸殊"	"xuánshū"	"7"	""	"widely different"
"悬崖"	"懸崖"	"xuányái"	"7"	""	"precipice"
"选拔"	"選拔"	"xuănbá"	"7"	""	"to select the best"
"选购"	"選購"	"xuăngòu"	"7"	""	"to select and purchase"
"选民"	"選民"	"xuănmín"	"7"	""	"voter"
"选票"	"選票"	"xuănpiào"	"7"	""	"a vote"
"选修"	"選修"	"xuănxiū"	"7"	""	"optional course (in school)"
"学分"	"學分"	"xuéfēn"	"7"	""	"course credit"
"学科"	"學科"	"xuékē"	"7"	""	"subject"
"学年"	"學年"	"xuénián"	"7"	""	"academic year"
"学识"	"學識"	"xuéshì"	"7"	""	"erudition"
"学说"	"學說"	"xuéshuō"	"7"	""	"theory"
"学徒"	"學徒"	"xuétú"	"7"	""	"apprentice"
"学员"	"學員"	"xuéyuán"	"7"	""	"student"
"学制"	"學制"	"xuézhì"	"7"	""	"educational system"
"巡逻"	"巡邏"	"xúnluó"	"7"	""	"to patrol (police, army or navy)"
"巡视"	"巡視"	"xúnshì"	"7"	""	"to patrol"
"询"	"詢"	"xún"	"7"	"詢問"	"to ask about"
"询问"	"詢問"	"xúnwèn"	"7"	""	"to inquire"
"鸦片"	"鴉片"	"yāpiàn"	"7"	""	"opium (loanword)"
"压岁钱"	"壓歲錢"	"yāsuìqián"	"7"	""	"money given to children as new year present"
"压缩"	"壓縮"	"yāsuō"	"7"	""	"to compress"
"压制"	"壓制"	"yāzhì"	"7"	""	"to suppress"
"亚"	"亞"	"yà"	"7"	"亞軍"	"Asia"
"亚军"	"亞軍"	"yàjūn"	"7"	""	"second place (in a sports contest)"
"亚洲"	"亞洲"	"yàzhōu"	"7"	""	"Asia"
"言论"	"言論"	"yánlùn"	"7"	""	"expression of opinion"
"延迟"	"延遲"	"yánchí"	"7"	""	"to delay"
"延误"	"延誤"	"yánwù"	"7"	""	"to delay"
"延续"	"延續"	"yánxù"	"7"	""	"to continue"
"沿袭"	"沿襲"	"yánxí"	"7"	""	"to carry on as before"
"严禁"	"嚴禁"	"yánjìn"	"7"	""	"to strictly prohibit"
"严厉"	"嚴厲"	"yánlì"	"7"	""	"severe"
"严密"	"嚴密"	"yánmì"	"7"	""	"strict"
"演变"	"演變"	"yănbiàn"	"7"	""	"to develop"
"演说"	"演說"	"yănshuō"	"7"	""	"speech"
"演习"	"演習"	"yănxí"	"7"	""	"maneuver"
"窝"	"窩"	"wō"	"7"	"燕窩"	"nest"
"燕窝"	"燕窩"	"yànwō"	"7"	""	"swallow's nest"
"养分"	"養分"	"yăngfèn"	"7"	""	"nutrient"
"养老"	"養老"	"yănglăo"	"7"	""	"to provide for the elderly (family members)"
"养育"	"養育"	"yǎngyù"	"7"	""	"to rear"
"窑"	"窯"	"yáo"	"7"	""	"kiln"
"摇晃"	"搖晃"	"yáohuang"	"7"	""	"to rock"
"谣言"	"謠言"	"yáoyan"	"7"	""	"rumor"
"遥远"	"遙遠"	"yáoyuăn"	"7"	""	"distant"
"要点"	"要點"	"yàodiăn"	"7"	""	"main point"
"药品"	"藥品"	"yàopǐn"	"7"	""	"medicaments"
"业绩"	"業績"	"yèjī"	"7"	""	"achievement"
"依旧"	"依舊"	"yījiù"	"7"	""	"as before"
"依赖"	"依賴"	"yīlài"	"7"	""	"to depend on"
"疗"	"療"	"liáo"	"7"	"醫療"	"to treat"
"医疗"	"醫療"	"yīliáo"	"7"	""	"medical treatment"
"医术"	"醫術"	"yīshù"	"7"	""	"medical expertise"
"医药"	"醫藥"	"yīyào"	"7"	""	"medical care and medicines"
"一贯"	"一貫"	"yīguàn"	"7"	""	"consistent"
"仪表"	"儀表"	"yíbiăo"	"7"	""	"appearance"
"遗"	"遺"	"yí"	"7"	"遺產"	"to lose"
"遗产"	"遺產"	"yíchăn"	"7"	""	"heritage"
"遗传"	"遺傳"	"yíchuán"	"7"	""	"heredity"
"遗憾"	"遺憾"	"yíhàn"	"7"	""	"regret"
"遗留"	"遺留"	"yíliú"	"7"	""	"to leave behind"
"遗弃"	"遺棄"	"yíqì"	"7"	""	"to leave"
"遗体"	"遺體"	"yítǐ"	"7"	""	"remains (of a dead person)"
"遗忘"	"遺忘"	"yíwàng"	"7"	""	"to become forgotten"
"遗志"	"遺志"	"yízhì"	"7"	""	"the mission in life of a deceased person, left to others to carry on"
"遗址"	"遺址"	"yízhǐ"	"7"	""	"ruins"
"疑虑"	"疑慮"	"yílǜ"	"7"	""	"hesitation"
"一连串"	"一連串"	"yīliánchuàn"	"7"	""	"a succession of"
"液体"	"液體"	"yètǐ"	"7"	""	"liquid"
"意图"	"意圖"	"yìtú"	"7"	""	"intent"
"异常"	"異常"	"yìcháng"	"7"	""	"exceptional"
"异乡"	"異鄉"	"yìxiāng"	"7"	""	"foreign land"
"议定"	"議定"	"yìdìng"	"7"	""	"to reach an agreement"
"议论"	"議論"	"yìlùn"	"7"	""	"to comment"
"议题"	"議題"	"yìtí"	"7"	""	"topic of discussion"
"议员"	"議員"	"yìyuán"	"7"	""	"member (of a legislative body)"
"阴谋"	"陰謀"	"yīnmóu"	"7"	""	"plot"
"阴影"	"陰影"	"yīnyǐng"	"7"	""	"(lit. and fig.) shadow"
"银幕"	"銀幕"	"yínmù"	"7"	""	"movie screen"
"银色"	"銀色"	"yínsè"	"7"	""	"silver (color)"
"银子"	"銀子"	"yínzi"	"7"	""	"money"
"引导"	"引導"	"yǐndăo"	"7"	""	"to guide"
"引进"	"引進"	"yǐnjìn"	"7"	""	"to recommend"
"隐"	"隱"	"yǐn"	"7"	"隱藏"	"secret"
"隐藏"	"隱藏"	"yǐncáng"	"7"	""	"to hide"
"隐士"	"隱士"	"yǐnshì"	"7"	""	"hermit"
"隐约"	"隱約"	"yǐnyuē"	"7"	""	"vague"
"印证"	"印證"	"yìnzhèng"	"7"	""	"to seal"
"樱"	"櫻"	"yīng"	"7"	"櫻桃"	"cherry"
"樱桃"	"櫻桃"	"yīngtáo"	"7"	""	"cherry"
"英语"	"英語"	"yīngyǔ"	"7"	""	"English (language)"
"鹰"	"鷹"	"yīng"	"7"	""	"eagle"
"营地"	"營地"	"yíngdì"	"7"	""	"camp"
"营造"	"營造"	"yíngzào"	"7"	""	"to build (housing)"
"硬体"	"硬體"	"yìngtǐ"	"7"	""	"(computer) hardware"
"应变"	"應變"	"yìngbiàn"	"7"	""	"to meet a contingency"
"应酬"	"應酬"	"yìngchóu"	"7"	""	"social niceties"
"应急"	"應急"	"yìngjí"	"7"	""	"to respond to an emergency"
"应验"	"應驗"	"yìngyàn"	"7"	""	"to come true"
"应征"	"應徵"	"yìngzhēng"	"7"	""	"to apply (for a job)"
"涌"	"湧"	"yǒng"	"7"	""	"to bubble up"
"踊"	"踴"	"yǒng"	"7"	"踴躍"	"leap"
"踊跃"	"踴躍"	"yǒngyuè"	"7"	""	"to leap"
"用户"	"用戶"	"yònghù"	"7"	""	"user"
"悠闲"	"悠閒"	"yōuxián"	"7"	""	"leisurely"
"优待"	"優待"	"yōudài"	"7"	""	"preferential treatment"
"优势"	"優勢"	"yōushì"	"7"	""	"superiority"
"优先"	"優先"	"yōuxiān"	"7"	""	"to have priority"
"优异"	"優異"	"yōuyì"	"7"	""	"exceptional"
"铀"	"鈾"	"yòu"	"7"	""	"uranium (chemistry)"
"由来"	"由來"	"yóulái"	"7"	""	"origin"
"游览"	"遊覽"	"yóulăn"	"7"	""	"to go sightseeing"
"油条"	"油條"	"yóutiáo"	"7"	""	"youtiao (deep-fried breadstick)"
"友爱"	"友愛"	"yǒuài"	"7"	""	"friendly affection"
"有机"	"有機"	"yǒujī"	"7"	""	"organic"
"有为"	"有為"	"yǒuwéi"	"7"	""	"promising"
"有缘"	"有緣"	"yǒuyuán"	"7"	""	"related"
"诱"	"誘"	"yòu"	"7"	"誘惑"	"to entice"
"诱惑"	"誘惑"	"yòuhuò"	"7"	""	"to entice"
"舆"	"輿"	"yú"	"7"	"輿論"	"carriage"
"舆论"	"輿論"	"yúlùn"	"7"	""	"public opinion"
"渔"	"漁"	"yú"	"7"	"漁民"	"fisherman"
"渔民"	"漁民"	"yúmín"	"7"	""	"fisherman"
"与会"	"與會"	"yùhuì"	"7"	""	"to participate in a meeting"
"语文"	"語文"	"yŭwén"	"7"	""	"literature and language"
"预测"	"預測"	"yùcè"	"7"	""	"to forecast"
"预防"	"預防"	"yùfáng"	"7"	""	"to prevent"
"预告"	"預告"	"yùgào"	"7"	""	"to forecast"
"预估"	"預估"	"yùgū"	"7"	""	"to estimate"
"预赛"	"預賽"	"yùsài"	"7"	""	"preliminary competition"
"预约"	"預約"	"yùyuē"	"7"	""	"booking"
"园林"	"園林"	"yuánlín"	"7"	""	"gardens"
"元气"	"元氣"	"yuánqì"	"7"	""	"strength"
"原状"	"原狀"	"yuánzhuàng"	"7"	""	"previous condition"
"原子弹"	"原子彈"	"yuánzǐdàn"	"7"	""	"atom bomb"
"远景"	"遠景"	"yuănjǐng"	"7"	""	"prospect"
"约束"	"約束"	"yuēshù"	"7"	""	"to restrict"
"乐队"	"樂隊"	"yuèduì"	"7"	""	"band"
"运行"	"運行"	"yùnxíng"	"7"	""	"to move along one's course (of celestial bodies etc)"
"孕妇"	"孕婦"	"yùnfù"	"7"	""	"pregnant woman"
"酝"	"醞"	"yùn"	"7"	"醞釀"	"to brew"
"酿"	"釀"	"niàng"	"7"	"醞釀"	"to ferment"
"酝酿"	"醞釀"	"yùnniàng"	"7"	""	"(of alcohol) to ferment"
"灾祸"	"災禍"	"zāihuò"	"7"	""	"disaster"
"灾情"	"災情"	"zāiqíng"	"7"	""	"disastrous situation"
"在场"	"在場"	"zàichăng"	"7"	""	"to be present"
"赞助"	"贊助"	"zànzhù"	"7"	""	"to support"
"叹"	"嘆"	"tàn"	"7"	"讚嘆"	"to sigh"
"赞叹"	"讚嘆"	"zàntàn"	"7"	""	"to exclaim in admiration"
"赃"	"贓"	"zāng"	"7"	"贓物"	"stolen goods"
"赃物"	"贓物"	"zāngwù"	"7"	""	"booty"
"责备"	"責備"	"zébèi"	"7"	""	"to blame"
"增进"	"增進"	"zēngjìn"	"7"	""	"to promote"
"增强"	"增強"	"zēngqiáng"	"7"	""	"to increase"
"炸药"	"炸藥"	"zhàyào"	"7"	""	"explosive (material)"
"盏"	"盞"	"zhăn"	"7"	""	"a small cup"
"展现"	"展現"	"zhănxiàn"	"7"	""	"to come out"
"崭"	"嶄"	"chán"	"7"	"嶄新"	"precipitous"
"崭新"	"嶄新"	"zhănxīn"	"7"	""	"brand new"
"颤"	"顫"	"chàn"	"7"	"顫抖"	"to tremble"
"颤抖"	"顫抖"	"zhàndǒu"	"7"	""	"to shudder"
"战火"	"戰火"	"zhànhuǒ"	"7"	""	"conflagration"
"战机"	"戰機"	"zhànjī"	"7"	""	"opportunity in a battle"
"战乱"	"戰亂"	"zhànluàn"	"7"	""	"chaos of war"
"战略"	"戰略"	"zhànlüè"	"7"	""	"strategy"
"战胜"	"戰勝"	"zhànshèng"	"7"	""	"to prevail over"
"战士"	"戰士"	"zhànshì"	"7"	""	"fighter"
"战术"	"戰術"	"zhànshù"	"7"	""	"tactics"
"战线"	"戰線"	"zhànxiàn"	"7"	""	"battle line"
"战友"	"戰友"	"zhànyǒu"	"7"	""	"comrade-in-arms"
"战战兢兢"	"戰戰兢兢"	"zhànzhànjīngjīng"	"7"	""	"trembling with fear"
"张开"	"張開"	"zhāngkāi"	"7"	""	"to open up"
"张贴"	"張貼"	"zhāngtiē"	"7"	""	"to post (a notice)"
"长子"	"長子"	"zhǎngzǐ"	"7"	""	"eldest son"
"帐篷"	"帳篷"	"zhàngpéng"	"7"	""	"tent"
"朝气"	"朝氣"	"zhāoqì"	"7"	""	"vitality"
"着想"	"著想"	"zháoxiăng"	"7"	""	"to give thought (to others)"
"找寻"	"找尋"	"zhăoxún"	"7"	""	"to look for"
"沼泽"	"沼澤"	"zhăozé"	"7"	""	"marsh"
"折腾"	"折騰"	"zhēteng"	"7"	""	"to toss from side to side (e.g. sleeplessly)"
"针灸"	"針灸"	"zhēnjiŭ"	"7"	""	"acupuncture and moxibustion"
"诊断"	"診斷"	"zhěnduàn"	"7"	""	"diagnosis"
"诊所"	"診所"	"zhěnsuǒ"	"7"	""	"clinic"
"镇"	"鎮"	"zhèn"	"7"	"鎮定"	"to press down"
"镇定"	"鎮定"	"zhèndìng"	"7"	""	"calm"
"镇压"	"鎮壓"	"zhènyā"	"7"	""	"suppression"
"振动"	"振動"	"zhèndòng"	"7"	""	"to vibrate"
"震惊"	"震驚"	"zhènjīng"	"7"	""	"to shock"
"阵营"	"陣營"	"zhènyíng"	"7"	""	"group of people"
"蒸发"	"蒸發"	"zhēngfā"	"7"	""	"to evaporate"
"蒸气"	"蒸氣"	"zhēngqì"	"7"	""	"vapor"
"争辩"	"爭辯"	"zhēngbiàn"	"7"	""	"a dispute"
"争夺"	"爭奪"	"zhēngduó"	"7"	""	"to fight over"
"争气"	"爭氣"	"zhēngqì"	"7"	""	"to work hard for sth"
"争议"	"爭議"	"zhēngyì"	"7"	""	"controversy"
"征收"	"徵收"	"zhēngshōu"	"7"	""	"to levy (a fine)"
"挣"	"掙"	"zhèng"	"7"	"掙扎"	"to struggle to get free"
"挣扎"	"掙扎"	"zhēngzhá"	"7"	""	"to struggle"
"整顿"	"整頓"	"zhěngdùn"	"7"	""	"to tidy up"
"整体"	"整體"	"zhěngtǐ"	"7"	""	"whole entity"
