"Pinyin","AllWords","Definitions"
"lǎozi","老子","老子 Laozi or Lao-tze (c. 500 BC), Chinese philosopher, the founder of Taoism, the sacred book of Daoism, 道德經|道德经 by Laozi, father, daddy, ""I, your father"" (in anger, or out of contempt), I (used arrogantly or jocularly)"
"léi","雷","雷 thunder, mine (weapon), (Internet slang) terrifying, terrific, surname Lei"
"léidá","雷達","雷達 radar (loanword)"
"léitóng","雷同","雷同 mirroring others, identical"
"lěijī","累積","累積 to accumulate"
"lèixíng","類型","類型 type, category, genre, form, style"
"lěngdòng","冷凍","冷凍 to freeze, to deep-freeze"
"lěnghàn","冷汗","冷汗 cold sweat"
"lěngmén","冷門","冷門 a neglected branch (of arts, science, sports etc), fig. a complete unknown who wins a competition"
"lěngqīng","冷清","冷清 cold and cheerless, fig. lonely, unfrequented"
"lèsuǒ","勒索","勒索 to blackmail, to extort"
"lī","哩","哩 mile (unit of length equal to 1,609.344 m), old form of modern 英里[Ying1 li3], (modal final particle similar to 呢[ne5] or 啦[la5])"
"límíng","黎明","黎明 dawn, daybreak"
"línàn","罹難","罹難 to die in an accident or disaster, to be killed"
"lǐchéng","里程","里程 mileage (distance traveled), course (of development)"
"lǐcái","理財","理財 financial management, finance"
"lǐsuǒdāngrán","理所當然","理所當然 as it should be by rights (idiom); proper and to be expected as a matter of course, inevitable and right"
"lǐxìng","理性","理性 reason, rationality, rational"
"lǐxué","理學","理學 School of Principle, Neo-Confucian Rationalistic School (from Song to mid-Qing times, c. 1000-1750, typified by the teachings of Cheng Hao 程顥|程颢[Cheng2 Hao4], Cheng Yi 程頤|程颐[Cheng2 Yi2] and Zhu Xi 朱熹[Zhu1 xi1]), science"
"lǐzhì","理智","理智 reason, intellect, rationality, rational"
"lǐfú","禮服","禮服 ceremonial robe, formal attire (dinner suit, evening gown etc)"
"lǐjié","禮節","禮節 etiquette"
"lìqiú","力求","力求 to make every effort to, striving to do one's best"
"lìxíng","力行","力行 to practice diligently, to act energetically"
"lìxué","力學","力學 mechanics, to study hard"
"lìguó","立國","立國 to found a country"
"lìtǐ","立體","立體 three-dimensional, solid, stereoscopic"
"lìlǜ","利率","利率 interest rates"
"lìbì","利弊","利弊 pros and cons, merits and drawbacks, advantages and disadvantages"
"lìjiè","歷屆","歷屆 all previous (meetings, sessions etc)"
"lìlái","歷來","歷來 always, throughout (a period of time), (of) all-time"
"lìnián","歷年","歷年 over the years, bygone years"
"liánméng","聯盟","聯盟 alliance, union, coalition"
"liánxì","聯繫","聯繫 connection, contact, relation, to get in touch with, to integrate, to link, to touch"
"liánxiǎng","聯想","聯想 to associate (cognitively), to make an associative connection, mental association, word prediction and auto-complete functions of input method editing programs, abbr. for 聯想集團|联想集团[Lian2 xiang3 Ji2 tuan2]"
"liándài","連帶","連帶 to be related, to entail, to involve, joint (liability etc)"
"liánjié","連結, 廉潔","連結 variant of 聯結|联结[lian2 jie2]
廉潔 honest, not coercive, honesty, integrity, incorruptible"
"liánrèn","連任","連任 to continue in (a political) office, to serve for another term of office"
"liánxiàn","連線","連線 electrical lead, connecting line, (Tw) to connect (to a network, device etc), to go online, connection, (congressional) caucus"
"liánjià","廉價","廉價 cheaply-priced, low-cost"
"liǎnpáng","臉龐","臉龐 face"
"liǎnpǔ","臉譜","臉譜 Facebook, types of facial makeup in operas"
"liángjī","良機","良機 a good chance, a golden opportunity"
"liǎngjí","兩極","兩極 the two poles, the north and south poles, both ends of sth, electric or magnetic poles"
"liǎngkǒuzi","兩口子","兩口子 husband and wife"
"liáokuò","遼闊","遼闊 vast, extensive"
"lièchē","列車","列車 (railway) train"
"lièguó","列國","列國 various countries"
"lièrù","列入","列入 to include on a list"
"lièrén","獵人","獵人 hunter"
"lièshì","烈士","烈士 martyr"
"línchuáng","臨床","臨床 clinical"
"línlǐ","鄰里","鄰里 neighbor, neighborhood"
"línggǎn","靈感","靈感 inspiration, insight, a burst of creativity in scientific or artistic endeavor"
"língyàn","靈驗","靈驗 efficacious, effective, (of a prediction) accurate, correct"
"lǐngduì","領隊","領隊 to lead a group, leader of a group, captain (of sports squad)"
"lǐnghuì","領會","領會 to understand, to comprehend, to grasp"
"lǐngwù","領悟","領悟 to understand, to comprehend"
"liūbīng","溜冰","溜冰 ice skating, (slang) to do meth"
"liúchéng","流程","流程 course, stream, sequence of processes, work flow in manufacturing"
"liúchuán","流傳","流傳 to spread, to circulate, to hand down"
"liúluò","流落","流落 to wander about destitute, to be stranded"
"liúmáng","流氓","流氓 rogue, hoodlum, gangster, immoral behavior"
"liúshī","流失","流失 drainage, to run off, to wash away"
"liúshuǐ","流水","流水 running water, (business) turnover"
"liútōng","流通","流通 to circulate, to distribute, circulation, distribution"
"liúxīng","流星","流星 meteor, shooting star"
"liúyù","流域","流域 river basin, valley, drainage area"
"liǔshù","柳樹","柳樹 willow"
"lóngzi","籠子","籠子 cage, basket, container"
"lóngzhào","籠罩","籠罩 to envelop, to shroud"
"lǒngduàn","壟斷","壟斷 to enjoy market dominance, to monopolize"
"lóufáng","樓房","樓房 a building of two or more stories, CL:棟|栋[dong4],幢[zhuang4],座[zuo4]"
"lòu","漏","漏 to leak, to divulge, to leave out by mistake, waterclock or hourglass (old)"
"lúzi","爐子","爐子 stove, oven, furnace"
"lùdì","陸地","陸地 dry land (as opposed to the sea)"
"lùguò","路過","路過 to pass by or through"
"lùtiān","露天","露天 outdoors, al fresco, in the open"
"lùyǐng","錄影","錄影 to videotape, to videorecord"
"lùyǐngjī","錄影機","錄影機 camcorder, video recorder, videocassette recorder (Tw), CL:臺|台[tai2]"
"lúnkuò","輪廓","輪廓 an outline, silhouette"
"lúnlǐ","倫理","倫理 ethics"
"lúnxiàn","淪陷","淪陷 to fall into enemy hands, to be occupied, to degenerate, to submerge"
"lùndiǎn","論點","論點 argument, line of reasoning, thesis, point (of discussion)"
"luǎn","卵","卵 egg, ovum, spawn, (coll.) testicles, (old) penis, (expletive) fucking"
"luōsuo","囉嗦","囉嗦 long-winded, wordy, troublesome, pesky, also pr. [luo1 suo1]"
"luó","鑼","鑼 gong, CL:面[mian4]"
"luójí","邏輯","邏輯 logic (loanword)"
"luòdé","落得","落得 ending up as, leading to, resulting in, in total"
"luòtuò","落魄","落魄 down and out, in dire straits, unrestrained, unconventional, also pr. [luo4 tuo4]"
"luòxuǎn","落選","落選 to fail to be chosen (or elected), to lose an election"
"luòtuo","駱駝","駱駝 camel, (coll.) blockhead, ninny, CL:峰[feng1]"
"lǘ","驢","驢 donkey, CL:頭|头[tou2]"
"lǚ","鋁","鋁 aluminum (chemistry)"
"lǚfèi","旅費","旅費 travel expenses"
"lǚtú","旅途","旅途 journey, trip"
"lǚlì","履歷","履歷 background (academic and work), curriculum vitae, résumé"
"mázuì","麻醉","麻醉 anesthesia, (fig.) to poison (sb's mind)"
"mǎlíngshǔ","馬鈴薯","馬鈴薯 potato"
"máifú","埋伏","埋伏 to ambush, to lie in wait for, to lie low, ambush"
"mǎizhǔ","買主","買主 customer"
"màijìn","邁進","邁進 to step in, to stride forward, to forge ahead"
"màizi","麥子","麥子 wheat, CL:株[zhu1]"
"màizuò","賣座","賣座 (of a movie, show etc) to attract large audiences"
"mán","瞞","瞞 to conceal from, to keep (sb) in the dark"
"mánhèng","蠻橫","蠻橫 rude and unreasonable"
"mǎnhuái","滿懷","滿懷 to have one's heart filled with, (to collide) full on, (of farm animals) heavy with young"
"màncháng","漫長","漫長 very long, endless"
"mànyán","蔓延","蔓延 to extend, to spread"
"mángcóng","盲從","盲從 to follow blindly, to conform slavishly, unthinking obedience"
"mángrén","盲人","盲人 blind person"
"mángguǒ","芒果","芒果 mango"
"mángrán","茫然","茫然 blankly, vacantly, at a loss"
"máotǎn","毛毯","毛毯 blanket"
"màomì","茂密","茂密 dense (of plant growth), lush"
"màoxiǎn","冒險","冒險 to take risks, to take chances, foray, adventure"
"méimao","眉毛","眉毛 eyebrow, CL:根[gen1]"
"méitóu","眉頭","眉頭 brows"
"méitǐ","媒體","媒體 media, esp. news media"
"měiměi","每每","每每 often"
"měimǎn","美滿","美滿 happy, blissful"
"měiróngyuàn","美容院","美容院 beauty salon, lady's hair parlor"
"měishí","美食","美食 culinary delicacy, fine food, gourmet food"
"měizhōu","美洲","美洲 America (including North, Central and South America), the Americas, abbr. for 亞美利加洲|亚美利加洲[Ya4 mei3 li4 jia1 Zhou1]"
"mēn","悶","悶 stuffy, shut indoors, to smother, to cover tightly, bored, depressed, melancholy, sealed, airtight, tightly closed"
"mēnrè","悶熱","悶熱 sultry, sultriness, hot and stuffy, stifling hot"
"ménhù","門戶","門戶 door, strategic gateway, portal, faction, sect, family status, family, web portal, (old) brothel"
"méng","蒙","蒙 drizzle, mist, to deceive, to cheat, to hoodwink, to make a wild guess, blind, dim-sighted, Mongol ethnic group, Taiwan pr. [Meng2], (knocked) unconscious, dazed, stunned, to cover, ignorant, to suffer (misfortune), to receive (a favor), to cheat, surname Meng, abbr. for Mongolia 蒙古國|蒙古国[Meng3 gu3 guo2]"
"měngliè","猛烈","猛烈 fierce, violent (criticism etc)"
"mèngjiàn","夢見","夢見 to dream about (sth or sb), to see in a dream"
"mí","謎","謎 riddle, see 謎兒|谜儿[mei4 r5], riddle"
"míyǔ","謎語","謎語 riddle, conundrum, CL:條|条[tiao2]"
"mígōng","迷宮","迷宮 maze, labyrinth"
"míhuò","迷惑","迷惑 to puzzle, to confuse, to baffle"
"míliàn","迷戀","迷戀 to be infatuated with, to indulge in"
"míbǔ","彌補","彌補 to complement, to make up for a deficiency"
"mìjí","密集","密集 concentrated, crowded together, intensive, compressed"
"mínglǐ","明理","明理 sensible, reasonable, an obvious reason, truth or fact, to understand the reason or reasoning"
"míngrì","明日","明日 tomorrow"
"míngzhì","明智","明智 sensible, wise, judicious, sagacious"
"míngé","名額","名額 quota, number of places, place (in an institution, a group etc)"
"mínghào","名號","名號 name, good reputation, title"
"míngqì","名氣","名氣 reputation, fame"
"míngshèng","名勝","名勝 a place famous for its scenery or historical relics, scenic spot, CL:處|处[chu4]"
"míngshēng","名聲","名聲 reputation"
"míngtáng","名堂","名堂 item (in a program of entertainments), trick (act of mischief), worthwhile result, accomplishment, sth significant but not immediately apparent, sth more than meets the eye"
"míngxià","名下","名下 under sb's name"
"míngxiǎng","冥想","冥想 to meditate, meditation"
"mìngmíng","命名","命名 to give a name to, to dub, to christen, to designate, named after, naming"
"mìngzhòng","命中","命中 to hit (a target)"
"miányán","綿延","綿延 continuous (esp. of mountain ranges), to stretch long and unbroken, a continuous link, sostenuto (sustained, in music)"
"miǎnshuì","免稅","免稅 not liable to taxation (of monastery, imperial family etc), tax free, duty free (shop)"
"miǎnyì","免疫","免疫 immunity (to disease)"
"miànkǒng","面孔","面孔 face"
"miàntán","面談","面談 face-to-face meeting, an interview"
"miáohuì","描繪","描繪 to describe, to portray"
"miáoshù","描述","描述 to describe, description"
"mínsú","民俗","民俗 popular custom"
"mínyíng","民營","民營 privately run (i.e. by a company, not the state)"
"mǐngǎn","敏感","敏感 sensitive, susceptible"
"mǐnjié","敏捷","敏捷 nimble, quick, shrewd"
"mófàn","模範","模範 model, fine example"
"mójù","模具","模具 mold, matrix, pattern or die, Taiwan pr. [mo2 ju4]"
"móshì","模式","模式 mode, method, pattern"
"móshù","魔術","魔術 magic"
"mòqí","末期","末期 end (of a period), last part, final phase"
"mò","墨","墨 ink stick, China ink, corporal punishment consisting of tattooing characters on the victim's forehead, surname Mo, abbr. for 墨西哥[Mo4 xi1 ge1], Mexico, CL:塊|块[kuai4]"
"mòluò","沒落","沒落 to decline, to wane"
"mòshōu","沒收","沒收 to confiscate, to seize"
"mòmò","默默","默默 in silence, not speaking"
"mòqì","默契","默契 tacit understanding, mutual understanding, rapport, connected at a deep level with each other, (of team members) well coordinated, tight"
"mòshì","漠視","漠視 to ignore, to neglect, to treat with contempt"
"móushēng","謀生","謀生 to seek one's livelihood, to work to support oneself, to earn a living"
"mǒuxiē","某些","某些 some, certain (things)"
"mǔ","畝","畝 classifier for fields, unit of area equal to one fifteenth of a hectare"
"mǔyǔ","母語","母語 native language, mother tongue, (linguistics) parent language"
"mùcái","木材","木材 wood"
"mùkē","木刻","木刻 woodcut"
"mùliào","木料","木料 lumber, timber"
"mùǒu","木偶","木偶 puppet"
"mùyù","沐浴","沐浴 to take a bath, to bathe, to immerse"
"mùdǔ","目睹","目睹 to witness, to see at first hand, to see with one's own eyes"
"mùguāng","目光","目光 sight, vision, view, gaze, look"
"mùjí","目擊, 募集","目擊 to see with one's own eyes, to witness
募集 to raise, to collect"
"mùchǎng","牧場","牧場 pasture, grazing land, ranch"
"nàmèn","納悶","納悶 puzzled, bewildered"
"nàrù","納入","納入 to bring into, to channel into, to integrate into, to incorporate"
"nàshuì","納稅","納稅 to pay taxes"
"nǎi","乃","乃 to be, thus, so, therefore, then, only, thereupon, variant of 乃[nai3], variant of 乃[nai3]"
"nàilì","耐力","耐力 endurance"
"nánjízhōu","南極洲","南極洲 Antarctica"
"nándù","難度","難度 trouble, problem"
"nánguān","難關","難關 difficulty, crisis"
"nánmiǎn","難免","難免 hard to avoid, difficult to escape from, will inevitably"
"nántí","難題","難題 difficult problem"
"nànmín","難民","難民 refugee"
"nángguā","囊括","囊括 to include, to embrace, to bring together"
"nǎohǎi","腦海","腦海 the mind, the brain"
